NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT02730247,Clinical Trial of the Safety and Efficacy of the Addition of Ramucirumab to Nab-paclitaxel in Previously Treated Patients With Advanced Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT02730247,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: ramucirumab|DRUG: nab-paclitaxel,PHASE2,OTHER,INTERVENTIONAL,9/8/2020
NCT01286987,"Study of Talazoparib, a PARP Inhibitor, in Patients With Advanced or Recurrent Solid Tumors",https://clinicaltrials.gov/study/NCT01286987,COMPLETED,YES,"Advanced or Recurrent Solid Tumors|Breast Neoplasms|Ovarian Cancer, Epithelial|Ewing Sarcoma|Small Cell Lung Carcinoma|Prostate Cancer|Pancreas Cancer",DRUG: Talazoparib,PHASE1,INDUSTRY,INTERVENTIONAL,1/31/2018
NCT01386385,"Veliparib With or Without Radiation Therapy, Carboplatin, and Paclitaxel in Patients With Stage III Non-small Cell Lung Cancer That Cannot Be Removed by Surgery",https://clinicaltrials.gov/study/NCT01386385,ACTIVE_NOT_RECRUITING,YES,"Lung Adenocarcinoma|Lung Adenocarcinoma, Mixed Subtype|Lung Large Cell Carcinoma|Lung Squamous Cell Carcinoma|Minimally Invasive Lung Adenocarcinoma|Stage III Lung Non-Small Cell Cancer AJCC v7|Stage IIIA Lung Non-Small Cell Cancer AJCC v7|Stage IIIB Lung Non-Small Cell Cancer AJCC v7",RADIATION: 3-Dimensional Conformal Radiation Therapy|DRUG: Carboplatin|OTHER: Laboratory Biomarker Analysis|DRUG: Paclitaxel|OTHER: Placebo Administration|DRUG: Veliparib,PHASE1|PHASE2,NIH,INTERVENTIONAL,5/6/2021
NCT00008385,Selenium in Preventing Tumor Growth in Patients With Previously Resected Stage I Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00008385,COMPLETED,YES,Lung Cancer,OTHER: placebo|DRUG: selenium,PHASE3,NETWORK,INTERVENTIONAL,2/2/2016
NCT02514447,Trilaciclib (G1T28) in Patients With Previously Treated Extensive Stage SCLC Receiving Topotecan Chemotherapy,https://clinicaltrials.gov/study/NCT02514447,TERMINATED,YES,Small Cell Lung Cancer,DRUG: Trilaciclib|DRUG: Placebo|DRUG: Topotecan,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,2/7/2022
NCT03207347,A Trial of Niraparib in BAP1 and Other DNA Damage Response (DDR) Deficient Neoplasms (UF-STO-ETI-001),https://clinicaltrials.gov/study/NCT03207347,COMPLETED,YES,Mesothelioma|Uveal Melanoma|Renal Cell Carcinoma|Cholangiocarcinoma,DRUG: Niraparib,PHASE2,OTHER,INTERVENTIONAL,8/14/2023
NCT01834651,A Phase II Study of Cabozantinib (XL184) Therapy in Castrate Resistant Prostate Cancer (CRPC) With Visceral Metastases,https://clinicaltrials.gov/study/NCT01834651,COMPLETED,YES,Prostate Cancer,DRUG: Cabozantinib,PHASE2,OTHER,INTERVENTIONAL,7/16/2017
NCT00556712,"A Study of Tarceva (Erlotinib) Following Platinum-Based Chemotherapy in Patients With Advanced, Recurrent, or Metastatic Non-Small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT00556712,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva]|DRUG: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,12/4/2014
NCT01328951,A Study of First-line Maintenance Erlotinib Versus Erlotinib at Disease Progression in Participants With Advanced Non-Small Cell Lung Cancer (NSCLC) Who Have Not Progressed Following Platinum-Based Chemotherapy,https://clinicaltrials.gov/study/NCT01328951,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: Placebo|DRUG: Erlotinib|DRUG: Second-Line Chemotherapy,PHASE3,INDUSTRY,INTERVENTIONAL,1/29/2016
NCT00881712,Proton Therapy With Chemotherapy for Stage III Non-Small Cell Lung Cancer (LU02),https://clinicaltrials.gov/study/NCT00881712,TERMINATED,YES,Non-Small Cell Lung Cancer,RADIATION: PET positive nodal disease measuring 15 mm or greater|RADIATION: PET positive nodal disease measuring less than 15 mm|RADIATION: Patients considered resectable,NA,OTHER,INTERVENTIONAL,5/28/2015
NCT00874848,Efficacy/Safety of Imprime PGG With Cetuximab & Paclitaxel/Carboplatin Therapy in Pts With Untreated Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00874848,COMPLETED,YES,NSCLC,BIOLOGICAL: Imprime PGG Injection|BIOLOGICAL: Cetuximab|DRUG: Paclitaxel|DRUG: Carboplatin,PHASE2,INDUSTRY,INTERVENTIONAL,7/15/2016
NCT00470548,Abraxane and Alimta in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT00470548,TERMINATED,YES,"Breast Cancer|Lung Cancer|Unspecified Adult Solid Tumor, Protocol Specific",DRUG: Abraxane|DRUG: Alimta,PHASE1|PHASE2,OTHER,INTERVENTIONAL,1/17/2017
NCT01788566,A Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab in the First-Line Treatment of Participants With Squamous Lung Cancer,https://clinicaltrials.gov/study/NCT01788566,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Necitumumab|DRUG: Gemcitabine|DRUG: Cisplatin,PHASE2,INDUSTRY,INTERVENTIONAL,12/21/2015
NCT00601848,Photodynamic Therapy in Treating Patients With Resectable Non-Small Cell Lung Cancer That Has Spread to the Pleura,https://clinicaltrials.gov/study/NCT00601848,TERMINATED,YES,Lung Cancer|Metastatic Cancer,DRUG: chemotherapy|DRUG: porfimer sodium|OTHER: immunohistochemistry staining method|OTHER: laboratory biomarker analysis|PROCEDURE: spectroscopy|PROCEDURE: therapeutic conventional surgery,PHASE2,OTHER,INTERVENTIONAL,4/24/2020
NCT02393248,"Open-Label, Dose-Escalation Study of Pemigatinib in Subjects With Advanced Malignancies - (FIGHT-101)",https://clinicaltrials.gov/study/NCT02393248,TERMINATED,YES,Lung Cancer|Solid Tumor|Gastric Cancer|Urothelial Cancer|Endometrial Cancer|Multiple Myeloma|Myeloproliferative Neoplasms|Breast Cancer|Cholangiocarcinoma|UC|MPN,DRUG: Pemigatinib|DRUG: Gemcitabine|DRUG: Pembrolizumab|DRUG: Docetaxel|DRUG: Trastuzumab|DRUG: Retifanlimab|DRUG: Cisplatin,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,10/21/2022
NCT00280748,Whole-Brain Radiation Therapy and Pemetrexed in Treating Patients With Brain Metastases From Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00280748,TERMINATED,YES,Lung Cancer|Metastatic Cancer,DRUG: pemetrexed disodium|RADIATION: radiation therapy,PHASE2,OTHER,INTERVENTIONAL,4/3/2017
NCT03325166,Pembrolizumab and Magnetic Resonance Imaging With Ferumoxytol in Treating Patients With Non-small Cell Lung Cancer and Brain Metastases,https://clinicaltrials.gov/study/NCT03325166,TERMINATED,YES,Lung Carcinoma Metastatic in the Brain|Stage IV Lung Non-Small Cell Cancer AJCC v7,DRUG: Ferumoxytol|OTHER: Laboratory Biomarker Analysis|PROCEDURE: Magnetic Resonance Imaging|BIOLOGICAL: Pembrolizumab,PHASE2,OTHER,INTERVENTIONAL,5/16/2022
NCT01396551,Evaluating an Anchored Transponder in Lung Cancer Patients Receiving Radiation Therapy,https://clinicaltrials.gov/study/NCT01396551,COMPLETED,YES,Lung Cancer,DEVICE: Implantation of anchored Beacon transponder in the lung,NA,INDUSTRY,INTERVENTIONAL,12/10/2018
NCT01108666,Proton Beam Radiation With Concurrent Chemotherapy and Nelfinavir for Inoperable Stage III Non Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01108666,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Nelfinavir,PHASE2,OTHER,INTERVENTIONAL,4/28/2020
NCT00363766,Study of LY573636-Sodium in Patients With Metastatic Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00363766,COMPLETED,YES,Non-Small-Cell Lung Cancer,DRUG: LY573636-sodium,PHASE2,INDUSTRY,INTERVENTIONAL,3/17/2018
NCT01098266,NGR015: Study in Second Line for Patient With Advanced Malignant Pleural Mesothelioma Pretreated With Pemetrexed,https://clinicaltrials.gov/study/NCT01098266,COMPLETED,YES,Malignant Pleural Mesothelioma,DRUG: NGR-hTNF plus Best Investigator's Choice (BIC)|DRUG: Placebo plus Best Investigator's Choice (BIC),PHASE3,INDUSTRY,INTERVENTIONAL,6/5/2019
NCT00932451,"An Investigational Drug, PF-02341066, Is Being Studied In Patients With Advanced Non-Small Cell Lung Cancer With A Specific Gene Profile Involving The Anaplastic Lymphoma Kinase (ALK) Gene",https://clinicaltrials.gov/study/NCT00932451,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: PF-02341066,PHASE2,INDUSTRY,INTERVENTIONAL,3/14/2016
NCT01509612,Additive Homeopathy in Cancer Patients,https://clinicaltrials.gov/study/NCT01509612,COMPLETED,YES,Malignant Tumors,DRUG: Additive classical homeopathy|DRUG: Homeopathic Placebo globules,PHASE3,OTHER,INTERVENTIONAL,2/23/2020
NCT03382912,Study of Pegilodecakin (LY3500518) With Nivolumab Compared to Nivolumab Alone Second-line Tx in Participants With Metastatic Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03382912,TERMINATED,YES,Non Small Cell Lung Cancer,BIOLOGICAL: Pegilodecakin|DRUG: Nivolumab,PHASE2,INDUSTRY,INTERVENTIONAL,8/22/2020
NCT02349412,Early Palliative Care With Standard Care or Standard Care Alone in Improving Quality of Life of Patients With Incurable Lung or Non-colorectal Gastrointestinal Cancer and Their Family Caregivers,https://clinicaltrials.gov/study/NCT02349412,COMPLETED,YES,Liver Cancer|Anxiety Disorder|Depression|Small Cell Lung Cancer|Extrahepatic Bile Duct Cancer|Malignant Mesothelioma|Pancreatic Cancer|Esophageal Cancer|Gastric Cancer|Non-small Cell Lung Cancer,OTHER: Early palliative care,PHASE3,OTHER,INTERVENTIONAL,2/5/2019
NCT00460551,Zalutumumab in Combination With Chemo-Radiation in a Certain Type of Lung Cancer,https://clinicaltrials.gov/study/NCT00460551,TERMINATED,YES,Non Small Cell Lung Cancer,BIOLOGICAL: Zalutumumab|DRUG: Induction chemotherapy|RADIATION: Radiotherapy,PHASE2,INDUSTRY,INTERVENTIONAL,9/12/2011
NCT00227019,Phase 2 Trial of Bevacizumab in Combination With Pemetrexed,https://clinicaltrials.gov/study/NCT00227019,COMPLETED,YES,Non-small Cell Lung Cancer (NSCLC)|Lung Cancer|Neoplasm Metastasis,DRUG: Bevacizumab|DRUG: Pemetrexed|DRUG: Vitamin B12|DRUG: Folate|DRUG: Dexamethasone,PHASE2,OTHER,INTERVENTIONAL,4/20/2016
NCT02411448,A Study of Ramucirumab (LY3009806) in Combination With Erlotinib in Previously Untreated Participants With EGFR Mutation-Positive Metastatic NSCLC (RELAY),https://clinicaltrials.gov/study/NCT02411448,ACTIVE_NOT_RECRUITING,YES,Metastatic Non-Small Cell Lung Cancer,DRUG: Ramucirumab|DRUG: Placebo|DRUG: Erlotinib|DRUG: Gefitinib|DRUG: Osimertinib,PHASE3,INDUSTRY,INTERVENTIONAL,1/17/2020
NCT00821951,Vorinostat in Combination With Palliative Radiotherapy for Patients With Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00821951,COMPLETED,YES,Non-Small Cell Lung Cancer (NSCLC),DRUG: Vorinostat|RADIATION: Radiotherapy,PHASE1,OTHER,INTERVENTIONAL,12/7/2012
NCT01064648,Pemetrexed Disodium and Cisplatin With or Without Cediranib Maleate in Treating Patients With Malignant Pleural Mesothelioma,https://clinicaltrials.gov/study/NCT01064648,ACTIVE_NOT_RECRUITING,YES,Epithelioid Mesothelioma|Pleural Malignant Mesothelioma|Recurrent Malignant Mesothelioma|Sarcomatoid Mesothelioma,DRUG: Cediranib Maleate|DRUG: Cisplatin|OTHER: Laboratory Biomarker Analysis|DRUG: Pemetrexed Disodium|OTHER: Placebo Administration,PHASE1|PHASE2,NIH,INTERVENTIONAL,8/8/2019
NCT03853551,Osimertinib Study in Indian Patients,https://clinicaltrials.gov/study/NCT03853551,COMPLETED,YES,Non Small Cell Lung Cancer (NSCLC),DRUG: Osimertinib,PHASE4,INDUSTRY,INTERVENTIONAL,3/31/2021
NCT01578551,Study of Metformin Plus Paclitaxel/Carboplatin/Bevacizumab in Patients With Adenocarcinoma.,https://clinicaltrials.gov/study/NCT01578551,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung|Lung Adenocarcinoma",DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Bevacizumab|DRUG: Metformin,PHASE2,OTHER,INTERVENTIONAL,9/18/2018
NCT02592551,MEDI4736 Or MEDI4736 + Tremelimumab In Surgically Resectable Malignant Pleural Mesothelioma,https://clinicaltrials.gov/study/NCT02592551,COMPLETED,YES,Mesothelioma,DRUG: MEDI4736|DRUG: Tremelimumab|OTHER: no other name,PHASE2,OTHER,INTERVENTIONAL,10/7/2021
NCT00266812,Safety and Tolerability of Low-Dose Temozolomide During Whole Brain Radiation in Patients With Cerebral Metastases From Non-Small-Cell Lung Cancer (Study P04071)(TERMINATED),https://clinicaltrials.gov/study/NCT00266812,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Temozolomide and radiotherapy|PROCEDURE: Whole brain radiotherapy,PHASE2,INDUSTRY,INTERVENTIONAL,7/29/2009
NCT01480219,"Evaluation Of The Importance Of Risk-Factor Adjustment For Assessing The Relationship Between Voriconazole Utilization And The Development Of Non-Melanoma Skin Cancer Among Lung And Heart/Lung Transplant Patients, 2002-2009g",https://clinicaltrials.gov/study/NCT01480219,COMPLETED,YES,Non-Melanoma Skin Carcinoma,DRUG: voriconazole (Vfend)|OTHER: no voriconazole (Vfend),,INDUSTRY,OBSERVATIONAL,2/4/2013
NCT02315066,Study Of OX40 Agonist PF-04518600 Alone And In Combination With 4-1BB Agonist PF-05082566,https://clinicaltrials.gov/study/NCT02315066,COMPLETED,YES,Neoplasms,DRUG: PF-04518600|DRUG: PF-04518600|DRUG: PF-04518600 plus PF-05082566|DRUG: PF-04518600 plus PF-05082566,PHASE1,INDUSTRY,INTERVENTIONAL,11/10/2021
NCT03367819,Isatuximab in Combination With REGN2810 (Cemiplimab) in Patients With Advanced Malignancies,https://clinicaltrials.gov/study/NCT03367819,TERMINATED,YES,Prostate Cancer|Non-small Cell Lung Cancer,DRUG: Isatuximab SAR650984|DRUG: Cemiplimab REGN2810,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,3/8/2022
NCT01761747,Ponatinib for Squamous Cell Lung and Head and Neck Cancers,https://clinicaltrials.gov/study/NCT01761747,TERMINATED,YES,"Non-Small Cell Lung Cancer, Head and Neck Cancer",DRUG: ponatinib,PHASE2|PHASE3,OTHER,INTERVENTIONAL,11/15/2014
NCT00265200,Using TRAP to Evaluate the Effect of Zometa on Bone Metastasis Due to Lung Cancer,https://clinicaltrials.gov/study/NCT00265200,TERMINATED,YES,"Carcinoma, Non-Small Cell Lung|Carcinoma, Small Cell Lung|Metastases",DRUG: zoledronic acid,PHASE2,OTHER,INTERVENTIONAL,4/8/2013
NCT00556322,"A Study of Tarceva (Erlotinib) and Standard of Care Chemotherapy in Patients With Advanced, Recurrent, or Metastatic Non-Small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT00556322,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Alimta or Taxotere|DRUG: erlotinib [Tarceva],PHASE3,INDUSTRY,INTERVENTIONAL,12/3/2014
NCT00499447,Radiofrequency Ablation and External-Beam Radiation Therapy in Treating Patients With Stage I Non-Small Cell Lung Cancer That Cannot Be Removed by Surgery,https://clinicaltrials.gov/study/NCT00499447,COMPLETED,YES,Lung Cancer,PROCEDURE: radiofrequency ablation|RADIATION: radiation therapy,NA,OTHER,INTERVENTIONAL,1/25/2013
NCT00553800,Study of Bevacizumab and Erlotinib in Patients With Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00553800,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: bevacizumab|DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,5/25/2022
NCT01752400,AUY922 for Advanced ALK-positive NSCLC,https://clinicaltrials.gov/study/NCT01752400,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: AUY922,PHASE2,OTHER,INTERVENTIONAL,3/5/2018
NCT02178722,"Study to Explore the Safety, Tolerability and Efficacy of MK-3475 in Combination With INCB024360 in Participants With Selected Cancers",https://clinicaltrials.gov/study/NCT02178722,COMPLETED,YES,Microsatellite-instability (MSI) High Colorectal Cancer (CRC)|Endometrial Cancer|Head and Neck Cancer|Hepatocellular Carcinoma (HCC)|Gastric Cancer|Lung Cancer|Lymphoma|Renal Cell Carcinoma (RCC)|Ovarian Cancer|Solid Tumors|UC (Urothelial Cancer)|Melanoma|Bladder Cancer|Triple Negative Breast Cancer (TNBC),DRUG: MK-3475|DRUG: INCB024360,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,11/26/2019
NCT00243347,The Effects of AZD2171 in Patients With Non-Small Cell Lung Cancer or Head & Neck Cancer,https://clinicaltrials.gov/study/NCT00243347,COMPLETED,YES,Carcinoma|Non-Small-Cell Lung Carcinoma|Head and Neck Neoplasms,DRUG: AZD2171,PHASE1,INDUSTRY,INTERVENTIONAL,3/22/2013
NCT03291587,Implementation of Smoking Cessation Within NCI Community Oncology Research Program (NCORP) Sites,https://clinicaltrials.gov/study/NCT03291587,COMPLETED,YES,Smoking Cessation,OTHER: Personnel Training and Coaching Calls,NA,OTHER,INTERVENTIONAL,2/28/2022
NCT02262000,Phase II Image Guided Stereotactic Ablative Radiotherapy for Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02262000,TERMINATED,YES,Non Small Cell Lung Cancer,RADIATION: Image Guided Stereotactic Ablative Radiotherapy,NA,OTHER,INTERVENTIONAL,12/22/2020
NCT02312622,Phase 2 Etirinotecan Pegol in Refractory Brain Metastases & Advanced Lung Cancer / Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02312622,COMPLETED,YES,Stage IV Non-small Cell Lung Cancer (NSCLC)|Recurrent Non-small Cell Lung Cancer (NSCLC)|Extensive-stage Small Cell Lung Cancer (SCLC)|Recurrent Small Cell Lung Cancer (SCLC)|Tumors Metastatic to Brain|Metastatic Breast Cancer (mBC),DRUG: Pegylated Irinotecan,PHASE2,OTHER,INTERVENTIONAL,8/1/2019
NCT02834247,A Study of TAK-659 in Combination With Nivolumab in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT02834247,TERMINATED,YES,"Triple-Negative Breast Neoplasms|Carcinoma, Non-Small-Cell Lung|Head and Neck Carcinoma, Squamous Cell|Advanced Solid Tumors",DRUG: TAK-659|DRUG: Nivolumab,PHASE1,INDUSTRY,INTERVENTIONAL,11/26/2019
NCT04971187,Bintrafusp Alfa With Chemotherapy for Tyrosine Kinase Inhibitor-Resistant EGFR-Mutant Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT04971187,TERMINATED,YES,Locally Advanced Lung Non-Squamous Non-Small Cell Carcinoma|Metastatic Lung Non-Squamous Non-Small Cell Carcinoma|Stage III Lung Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Unresectable Lung Non-Squamous Non-Small Cell Carcinoma,DRUG: Bintrafusp Alfa|DRUG: Pemetrexed|DRUG: Carboplatin|DRUG: Cisplatin,PHASE2,OTHER,INTERVENTIONAL,2/8/2023
NCT02438722,"S1403, Afatinib Dimaleate With or Without Cetuximab in Treating Patients With Newly Diagnosed Stage IV or Recurrent, EGFR Mutation Positive Non-small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT02438722,ACTIVE_NOT_RECRUITING,YES,Recurrent Non-Small Cell Lung Carcinoma|Stage IV Non-Small Cell Lung Cancer,DRUG: Afatinib Dimaleate|BIOLOGICAL: Cetuximab|OTHER: Laboratory Biomarker Analysis,PHASE2|PHASE3,NETWORK,INTERVENTIONAL,12/10/2020
NCT01248247,BATTLE-2 Program: A Biomarker-Integrated Targeted Therapy Study in Previously Treated Patients With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01248247,COMPLETED,YES,Lung Cancer,DRUG: Erlotinib|DRUG: AZD6244|DRUG: MK-2206|DRUG: Sorafenib|DRUG: Erlotinib|DRUG: MK-2206,PHASE2,OTHER,INTERVENTIONAL,11/3/2021
NCT02222922,A Study Of PF-06647020 For Adult Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT02222922,COMPLETED,YES,Neoplasms,DRUG: PF-06647020 Q3W|DRUG: fluconazole|DRUG: PF-06647020 Q2W|DRUG: PF-06647020 combined with Avelumab,PHASE1,INDUSTRY,INTERVENTIONAL,10/29/2020
NCT01935947,Azacitidine and Entinostat Before Chemotherapy in Treating Patients With Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01935947,TERMINATED,YES,Recurrent Non-Small Cell Lung Carcinoma|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IV Non-Small Cell Lung Cancer,DRUG: Azacitidine|DRUG: Azacitidine|DRUG: Docetaxel|DRUG: Entinostat|DRUG: Gemcitabine Hydrochloride|DRUG: Irinotecan Hydrochloride|OTHER: Laboratory Biomarker Analysis|DRUG: Pemetrexed Disodium,PHASE2,NIH,INTERVENTIONAL,12/29/2017
NCT03261947,"A Study to Evaluate the Safety, Tolerability, and Activity of TAK-931 in Participants With Metastatic Pancreatic Cancer, Metastatic Colorectal Cancer, and Other Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT03261947,COMPLETED,YES,"Metastatic Pancreatic Cancer|Colorectal Cancer|Esophageal Neoplasms|Carcinoma, Non-small-cell Lung",DRUG: TAK-931,PHASE2,INDUSTRY,INTERVENTIONAL,8/24/2021
NCT00004547,"Treatment of Peritoneal Cancer With Surgery, Perfused Heated Cisplatin and Chemotherapy",https://clinicaltrials.gov/study/NCT00004547,COMPLETED,YES,Abdominal Neoplasm|Colonic Neoplasm|Mesothelioma|Peritoneal Neoplasm,PROCEDURE: Surgery|PROCEDURE: Continuous hyperthermic peritoneal perfusion (CHPP) with Cisplatin|DRUG: Postoperative dwell with paclitaxel and 5-FU,PHASE2,NIH,INTERVENTIONAL,8/30/2011
NCT03006887,Phase 1b Trial of Lenvatinib Plus Pembrolizumab in Participants With Selected Solid Tumors,https://clinicaltrials.gov/study/NCT03006887,COMPLETED,YES,Solid Tumors,DRUG: lenvatinib|DRUG: pembrolizumab,PHASE1,INDUSTRY,INTERVENTIONAL,4/15/2021
NCT01999985,Phase I Trial of Afatinib (BIBW 2992) and Dasatinib in Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01999985,COMPLETED,YES,Lung Cancer|Non-small Cell Lung Cancer (NSCLC),DRUG: Dasatinib - 1A|DRUG: Afatinib - 1A|DRUG: Dasatinib - 1B|DRUG: Afatinib - 1B,PHASE1,OTHER,INTERVENTIONAL,3/21/2018
NCT03004586,Endobronchial Ultrasound-Guided Transbronchial Needle Aspiration Using a 22 vs 25-Gauge Needle,https://clinicaltrials.gov/study/NCT03004586,COMPLETED,YES,Malignant Neoplasm of Respiratory and Intrathoracic Organ Carcinoma|Lung Cancer,DEVICE: 25-Gauge Needle|DEVICE: 22-Gauge Needle|PROCEDURE: Endobronchial Ultrasound-Guided Transbronchial Needle Aspiration (EBUS-TBNA),NA,OTHER,INTERVENTIONAL,6/22/2021
